City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Rain(inches),Snow(inches),Date
0,Bethel,41.37,-73.41,73.4,69,1,5.82,US,clear sky,0.0,0,2020-06-21 02:12:20
1,Havre-Saint-Pierre,50.23,-63.6,51.8,87,1,3.36,CA,clear sky,0.0,0,2020-06-21 02:12:20
2,Kapaa,22.08,-159.32,84.2,66,40,11.41,US,scattered clouds,0.0,0,2020-06-21 02:12:20
3,Alofi,-19.06,-169.92,78.8,78,100,14.99,NU,overcast clouds,0.0,0,2020-06-21 02:10:38
4,Puerto Ayora,-0.74,-90.35,69.01,96,82,9.19,EC,broken clouds,0.0,0,2020-06-21 02:07:28
5,Sangar,63.92,127.47,73.29,56,37,8.23,RU,light rain,0.25,0,2020-06-21 02:11:36
6,Opuwo,-18.06,13.84,48.9,57,0,5.41,NA,clear sky,0.0,0,2020-06-21 02:12:21
7,Husavik,66.04,-17.34,53.6,62,0,21.92,IS,clear sky,0.0,0,2020-06-21 02:12:03
8,Busselton,-33.65,115.33,57.99,49,0,5.39,AU,clear sky,0.0,0,2020-06-21 02:12:22
9,Aykhal,66.0,111.5,73.4,40,27,6.71,RU,scattered clouds,0.0,0,2020-06-21 02:11:45
10,Ushuaia,-54.8,-68.3,37.4,88,75,8.05,AR,broken clouds,0.0,0,2020-06-21 02:10:35
11,Vaini,-21.2,-175.2,78.8,83,75,10.29,TO,broken clouds,0.0,0,2020-06-21 02:12:23
12,Ahipara,-35.17,173.17,60.55,78,69,9.42,NZ,broken clouds,0.0,0,2020-06-21 02:12:10
13,Paamiut,61.99,-49.67,39.72,87,89,20.31,GL,overcast clouds,0.0,0,2020-06-21 02:12:08
14,Lapua,62.97,23.01,59.0,87,1,4.27,FI,clear sky,0.0,0,2020-06-21 02:12:23
15,Rikitea,-23.12,-134.97,74.86,86,66,17.0,PF,broken clouds,0.0,0,2020-06-21 02:12:24
16,Roald,62.58,6.13,62.01,93,100,4.7,NO,overcast clouds,0.0,0,2020-06-21 02:12:24
17,Albany,42.6,-73.97,78.01,88,12,2.57,US,few clouds,0.0,0,2020-06-21 02:09:55
18,Grindavik,63.84,-22.43,51.8,81,75,6.93,IS,broken clouds,0.0,0,2020-06-21 02:12:25
19,Hermanus,-34.42,19.23,55.99,94,15,5.99,ZA,few clouds,0.0,0,2020-06-21 02:12:25
20,Tecoanapa,16.52,-98.75,82.0,82,100,3.65,MX,moderate rain,1.94,0,2020-06-21 02:12:25
21,Hearst,49.68,-83.67,62.15,94,100,3.18,CA,moderate rain,1.88,0,2020-06-21 02:12:25
22,Mar Del Plata,-38.0,-57.56,52.0,93,100,9.13,AR,overcast clouds,0.0,0,2020-06-21 02:12:26
23,Guerrero Negro,27.98,-114.06,64.92,77,0,19.91,MX,clear sky,0.0,0,2020-06-21 02:12:26
24,Atuona,-9.8,-139.03,80.24,66,0,11.83,PF,clear sky,0.0,0,2020-06-21 02:09:55
25,Upernavik,72.79,-56.15,39.76,73,0,8.52,GL,clear sky,0.0,0,2020-06-21 02:08:24
26,Dulce Grande,23.0,-102.17,77.65,36,40,9.78,MX,scattered clouds,0.0,0,2020-06-21 02:12:26
27,Touros,-5.2,-35.46,71.6,100,0,2.24,BR,clear sky,0.0,0,2020-06-21 02:09:55
28,Dalvik,65.97,-18.53,53.6,62,0,21.92,IS,clear sky,0.0,0,2020-06-21 02:12:27
29,Vangaindrano,-23.35,47.6,65.41,91,100,3.53,MG,light rain,0.34,0,2020-06-21 02:12:27
30,Saint-Philippe,-21.36,55.77,71.6,72,90,8.05,RE,overcast clouds,0.0,0,2020-06-21 02:12:28
31,Luderitz,-26.65,15.16,59.0,58,0,5.82,NA,clear sky,0.0,0,2020-06-21 02:12:28
32,Allende,25.28,-100.02,89.6,52,40,8.05,MX,scattered clouds,0.0,0,2020-06-21 02:12:28
33,Bengkulu,-3.8,102.27,79.41,79,100,1.97,ID,overcast clouds,0.0,0,2020-06-21 02:11:13
34,New Norfolk,-42.78,147.06,48.99,92,100,1.28,AU,overcast clouds,0.0,0,2020-06-21 02:12:28
35,Qaanaaq,77.48,-69.36,38.46,73,40,7.63,GL,scattered clouds,0.0,0,2020-06-21 02:12:29
36,Naze,28.37,129.48,78.8,94,75,19.46,JP,shower rain,0.0,0,2020-06-21 02:12:29
37,Nurota,40.56,65.69,68.0,42,0,11.41,UZ,clear sky,0.0,0,2020-06-21 02:12:29
38,Souillac,-20.52,57.52,68.0,100,75,12.75,MU,light intensity shower rain,0.0,0,2020-06-21 02:12:29
39,Port Hardy,50.7,-127.42,55.4,87,90,5.82,CA,overcast clouds,0.0,0,2020-06-21 02:12:30
40,Port Elizabeth,-33.92,25.57,60.8,87,0,8.05,ZA,clear sky,0.0,0,2020-06-21 02:13:45
41,Saskylakh,71.92,114.08,78.51,39,100,6.26,RU,overcast clouds,0.0,0,2020-06-21 02:09:51
42,Norman Wells,65.28,-126.83,64.4,88,90,14.99,CA,light intensity shower rain,0.0,0,2020-06-21 02:13:46
43,Hilo,19.73,-155.09,82.4,54,75,9.17,US,broken clouds,0.0,0,2020-06-21 02:11:53
44,Marzuq,14.4,46.47,81.25,34,9,4.21,YE,clear sky,0.0,0,2020-06-21 02:13:46
45,Lebu,-37.62,-73.65,49.62,80,0,1.79,CL,clear sky,0.0,0,2020-06-21 02:13:46
46,Sohag,26.56,31.69,77.0,36,0,5.82,EG,clear sky,0.0,0,2020-06-21 02:13:47
47,Cape Town,-33.93,18.42,60.01,87,40,11.41,ZA,scattered clouds,0.0,0,2020-06-21 02:10:35
48,Turayf,31.67,38.66,66.2,77,0,6.93,SA,clear sky,0.0,0,2020-06-21 02:13:47
49,Barrow,71.29,-156.79,37.4,74,75,11.41,US,broken clouds,0.0,0,2020-06-21 02:13:47
50,Verkhoyansk,67.54,133.38,92.91,17,0,10.16,RU,clear sky,0.0,0,2020-06-21 02:13:47
51,Thompson,55.74,-97.86,51.8,93,75,11.41,CA,broken clouds,0.0,0,2020-06-21 02:09:55
52,Ribeira Grande,38.52,-28.7,65.68,91,13,9.84,PT,few clouds,0.0,0,2020-06-21 02:13:48
53,Guymon,36.68,-101.48,80.6,44,1,9.17,US,clear sky,0.0,0,2020-06-21 02:13:49
54,Iqaluit,63.75,-68.51,42.8,75,90,1.9,CA,overcast clouds,0.0,0,2020-06-21 02:10:26
55,Talnakh,69.49,88.4,48.2,70,40,15.66,RU,scattered clouds,0.0,0,2020-06-21 02:13:49
56,Atbasar,51.8,68.33,61.74,41,0,18.39,KZ,clear sky,0.0,0,2020-06-21 02:13:50
57,Oytal,42.91,73.27,67.84,39,0,6.8,KZ,clear sky,0.0,0,2020-06-21 02:13:50
58,Byron Bay,-28.65,153.62,71.01,72,40,6.93,AU,scattered clouds,0.0,0,2020-06-21 02:13:28
59,East London,-33.02,27.91,72.5,27,0,15.12,ZA,clear sky,0.0,0,2020-06-21 02:13:51
60,Soliera,44.74,10.93,71.01,72,86,1.72,IT,overcast clouds,0.0,0,2020-06-21 02:13:51
61,Hithadhoo,-0.6,73.08,83.48,71,67,7.0,MV,broken clouds,0.0,0,2020-06-21 02:10:42
62,Luang Prabang,19.89,102.13,80.6,83,40,2.24,LA,scattered clouds,0.0,0,2020-06-21 02:13:51
63,Provideniya,64.38,-173.3,62.46,34,0,10.96,RU,clear sky,0.0,0,2020-06-21 02:13:51
64,Copiapo,-27.37,-70.33,53.6,93,90,6.93,CL,mist,0.0,0,2020-06-21 02:13:52
65,Punta Arenas,-53.15,-70.92,33.8,83,100,4.7,CL,overcast clouds,0.0,0,2020-06-21 02:09:53
66,Coquimbo,-29.95,-71.34,53.6,93,73,4.7,CL,broken clouds,0.0,0,2020-06-21 02:13:52
67,Ancud,-41.87,-73.82,42.01,100,20,6.93,CL,few clouds,0.0,0,2020-06-21 02:13:53
68,Cidreira,-30.18,-50.21,66.18,85,0,10.78,BR,clear sky,0.0,0,2020-06-21 02:10:58
69,Tobane,-21.95,27.9,47.28,61,0,2.04,BW,clear sky,0.0,0,2020-06-21 02:13:53
70,San Rafael,-34.62,-68.33,52.25,46,16,5.26,AR,few clouds,0.0,0,2020-06-21 02:13:53
71,Port Alfred,-33.59,26.89,63.0,90,0,5.01,ZA,clear sky,0.0,0,2020-06-21 02:13:54
72,Carnarvon,-24.87,113.63,68.0,68,0,4.7,AU,clear sky,0.0,0,2020-06-21 02:13:54
73,Brownsville,25.9,-97.5,86.0,70,1,10.29,US,clear sky,0.0,0,2020-06-21 02:13:54
74,Tocantins,-10.5,-48.0,73.4,78,100,3.36,BR,overcast clouds,0.0,0,2020-06-21 02:13:54
75,Castro,-24.79,-50.01,56.62,86,0,3.89,BR,clear sky,0.0,0,2020-06-21 02:11:00
76,Merauke,-8.47,140.33,81.23,73,66,12.84,ID,broken clouds,0.0,0,2020-06-21 02:13:55
77,Chuy,-33.7,-53.46,57.27,93,99,9.53,UY,light rain,0.57,0,2020-06-21 02:10:45
78,Lagoa,39.05,-27.98,65.35,92,0,15.61,PT,clear sky,0.0,0,2020-06-21 02:13:55
79,Cajnice,43.56,19.07,51.8,100,94,11.41,BA,overcast clouds,0.0,0,2020-06-21 02:13:56
80,Ossora,59.24,163.07,61.92,62,0,7.96,RU,clear sky,0.0,0,2020-06-21 02:13:56
81,Tual,-5.67,132.75,80.46,80,88,21.92,ID,overcast clouds,0.0,0,2020-06-21 02:13:56
82,Klaksvik,62.23,-6.59,51.8,93,95,16.11,FO,overcast clouds,0.0,0,2020-06-21 02:13:57
83,Ilulissat,69.22,-51.1,46.4,49,71,6.93,GL,broken clouds,0.0,0,2020-06-21 02:13:57
84,San Joaquin,10.26,-67.79,74.93,86,91,1.59,VE,overcast clouds,0.0,0,2020-06-21 02:13:58
85,Matagami,49.75,-77.63,71.6,83,90,5.82,CA,overcast clouds,0.0,0,2020-06-21 02:12:10
86,Mahebourg,-20.41,57.7,68.0,100,75,12.75,MU,light intensity shower rain,0.0,0,2020-06-21 02:13:58
87,Bambous Virieux,-20.34,57.76,69.01,100,75,12.75,MU,light intensity shower rain,0.0,0,2020-06-21 02:13:58
88,Rosetta,31.4,30.42,68.0,82,0,5.82,EG,clear sky,0.0,0,2020-06-21 02:15:14
89,Vila Franca Do Campo,37.72,-25.43,64.4,93,75,8.05,PT,broken clouds,0.0,0,2020-06-21 02:15:14
90,Port Hedland,-20.32,118.57,75.2,22,0,21.92,AU,clear sky,0.0,0,2020-06-21 02:10:27
91,Panzhihua,26.59,101.71,82.15,61,100,3.56,CN,light rain,0.35,0,2020-06-21 02:15:15
92,Yulara,-25.24,130.99,55.4,37,0,10.29,AU,clear sky,0.0,0,2020-06-21 02:15:15
93,Kloulklubed,7.04,134.26,86.0,74,75,8.05,PW,broken clouds,0.0,0,2020-06-21 02:11:19
94,Uthal,25.81,66.62,83.14,78,19,2.17,PK,few clouds,0.0,0,2020-06-21 02:15:16
95,Kruisfontein,-34.0,24.73,54.84,95,41,7.11,ZA,scattered clouds,0.0,0,2020-06-21 02:15:16
96,Biga,40.23,27.24,68.0,72,0,2.24,TR,clear sky,0.0,0,2020-06-21 02:15:16
97,Bluff,-46.6,168.33,46.13,72,4,6.64,NZ,clear sky,0.0,0,2020-06-21 02:15:17
98,Clarence Town,-32.58,151.78,55.99,93,90,4.03,AU,light intensity shower rain,0.0,0,2020-06-21 02:15:17
99,Codrington,-38.27,141.97,53.11,72,100,4.68,AU,overcast clouds,0.0,0,2020-06-21 02:15:17
100,Flin Flon,54.77,-101.86,51.51,75,86,3.98,CA,overcast clouds,0.0,0,2020-06-21 02:15:17
101,Matara,5.95,80.54,82.42,81,67,12.62,LK,broken clouds,0.0,0,2020-06-21 02:15:17
102,Mataura,-46.19,168.86,46.36,71,2,2.89,NZ,clear sky,0.0,0,2020-06-21 02:14:02
103,Dikson,73.51,80.55,35.58,86,100,22.91,RU,light rain,0.72,0,2020-06-21 02:15:18
104,Butaritari,3.07,172.79,83.8,76,100,12.33,KI,overcast clouds,0.0,0,2020-06-21 02:10:41
105,Chapais,49.78,-74.85,68.0,77,75,9.17,CA,broken clouds,0.0,0,2020-06-21 02:14:18
106,Kodiak,57.79,-152.41,53.6,81,90,13.87,US,overcast clouds,0.0,0,2020-06-21 02:15:19
107,Gravdal,68.12,13.5,58.1,68,0,5.59,NO,clear sky,0.0,0,2020-06-21 02:15:19
108,Beaverlodge,55.22,-119.44,66.2,63,90,5.82,CA,overcast clouds,0.0,0,2020-06-21 02:15:19
109,Khatanga,71.97,102.5,67.8,44,57,12.53,RU,broken clouds,0.0,0,2020-06-21 02:15:20
110,Okha,53.57,142.95,42.01,93,100,10.13,RU,overcast clouds,0.0,0,2020-06-21 02:15:20
111,Pisco,-13.7,-76.22,64.4,77,75,4.7,PE,broken clouds,0.0,0,2020-06-21 02:15:22
112,Aklavik,68.22,-135.01,50.0,71,90,9.17,CA,overcast clouds,0.0,0,2020-06-21 02:15:23
113,Jamame,0.07,42.75,76.71,80,65,11.12,SO,broken clouds,0.0,0,2020-06-21 02:15:23
114,Korla,41.76,86.15,77.0,68,0,4.0,CN,clear sky,0.0,0,2020-06-21 02:15:24
115,Loandjili,-4.76,11.86,72.84,93,10,6.17,CG,clear sky,0.0,0,2020-06-21 02:15:24
116,Daoukro,7.06,-3.96,71.92,97,100,3.15,CI,overcast clouds,0.0,0,2020-06-21 02:15:24
117,Geraldton,-28.77,114.6,62.6,63,0,2.24,AU,clear sky,0.0,0,2020-06-21 02:15:24
118,Bilibino,68.05,166.44,82.96,25,74,16.06,RU,broken clouds,0.0,0,2020-06-21 02:15:25
119,Krasnoselkup,65.7,82.47,51.75,65,9,18.48,RU,clear sky,0.0,0,2020-06-21 02:15:25
120,Villaviciosa,43.48,-5.44,60.01,84,92,3.74,ES,overcast clouds,0.0,0,2020-06-21 02:15:25
121,Ketchikan,55.34,-131.65,57.2,71,90,11.41,US,overcast clouds,0.0,0,2020-06-21 02:15:26
122,Osorno,-40.57,-73.15,41.0,100,1,2.24,CL,mist,0.0,0,2020-06-21 02:15:26
123,Esperance,-33.87,121.9,46.4,93,0,10.29,AU,clear sky,0.0,0,2020-06-21 02:10:41
124,Evans,33.53,-82.13,84.2,51,1,2.37,US,clear sky,0.0,0,2020-06-21 02:11:13
125,Yerbogachen,61.28,108.01,74.46,51,0,6.38,RU,light rain,0.12,0,2020-06-21 02:12:06
126,Avarua,-21.21,-159.78,75.2,60,100,12.75,CK,overcast clouds,0.0,0,2020-06-21 02:10:38
127,Troitsko-Pechorsk,62.71,56.2,43.18,92,100,11.34,RU,light rain,0.28,0,2020-06-21 02:15:28
128,Meulaboh,4.14,96.13,82.71,70,74,3.85,ID,broken clouds,0.0,0,2020-06-21 02:15:29
129,Port Blair,11.67,92.75,84.15,78,100,10.67,IN,overcast clouds,0.0,0,2020-06-21 02:15:31
130,Fengrun,39.83,118.12,90.0,16,19,11.99,CN,few clouds,0.0,0,2020-06-21 02:15:31
131,Nikolskoye,59.7,30.79,55.99,66,0,8.95,RU,clear sky,0.0,0,2020-06-21 02:10:56
132,Pontianak,-0.03,109.33,76.08,94,100,4.79,ID,light rain,0.13,0,2020-06-21 02:14:20
133,Outjo,-20.12,16.15,45.16,58,0,4.9,NA,clear sky,0.0,0,2020-06-21 02:15:32
134,Manyana,-23.4,21.72,46.8,61,49,6.26,BW,scattered clouds,0.0,0,2020-06-21 02:15:32
135,Qabaqcol,41.72,46.26,68.0,72,20,6.93,AZ,few clouds,0.0,0,2020-06-21 02:15:33
136,San Patricio,19.22,-104.7,82.4,78,40,6.93,MX,scattered clouds,0.0,0,2020-06-21 02:15:33
137,Tasiilaq,65.61,-37.64,44.6,70,100,25.28,GL,light intensity shower rain,0.0,0,2020-06-21 02:15:34
138,Haines Junction,60.75,-137.51,57.06,55,33,9.69,CA,scattered clouds,0.0,0,2020-06-21 02:11:36
139,Pereyaslovskaya,45.84,39.02,63.95,92,23,5.64,RU,few clouds,0.0,0,2020-06-21 02:15:34
140,Krasnoturansk,54.32,91.56,50.0,93,75,11.18,RU,light intensity shower rain,0.0,0,2020-06-21 02:15:34
141,Sobolevo,54.43,31.9,62.56,97,97,9.78,RU,overcast clouds,0.0,0,2020-06-21 02:15:35
142,Koslan,63.46,48.9,41.45,68,92,13.6,RU,overcast clouds,0.0,0,2020-06-21 02:15:35
143,Yatou,37.15,122.38,77.85,57,0,12.03,CN,clear sky,0.0,0,2020-06-21 02:15:35
144,Maumere,-8.62,122.21,82.6,69,54,3.4,ID,broken clouds,0.0,0,2020-06-21 02:15:35
145,Marsaxlokk,35.84,14.54,70.0,72,0,12.75,MT,clear sky,0.0,0,2020-06-21 02:12:03
146,Umm Kaddadah,13.6,26.69,85.71,14,0,7.74,SD,clear sky,0.0,0,2020-06-21 02:15:36
147,Ilhabela,-23.78,-45.36,73.4,64,0,3.36,BR,clear sky,0.0,0,2020-06-21 02:15:36
148,Pangody,65.85,74.49,51.84,69,34,15.55,RU,light rain,0.11,0,2020-06-21 02:15:36
149,Lata,40.16,-8.33,62.01,97,0,1.99,PT,clear sky,0.0,0,2020-06-21 02:15:37
150,Tilichiki,60.47,166.1,63.5,62,2,5.44,RU,clear sky,0.0,0,2020-06-21 02:14:08
151,Launceston,-41.45,147.17,53.01,87,40,4.7,AU,scattered clouds,0.0,0,2020-06-21 02:15:37
152,Cuenca,-2.88,-78.98,59.0,82,100,4.7,EC,moderate rain,1.67,0,2020-06-21 02:15:37
153,Grand-Santi,4.25,-54.38,73.38,96,100,1.97,GF,light rain,0.6,0,2020-06-21 02:15:38
154,Katsuura,35.13,140.3,79.0,73,75,12.75,JP,broken clouds,0.0,0,2020-06-21 02:15:39
155,Mount Gambier,-37.83,140.77,51.8,93,75,5.82,AU,broken clouds,0.0,0,2020-06-21 02:14:15
156,Douentza,15.0,-2.95,91.09,32,0,5.95,ML,clear sky,0.0,0,2020-06-21 02:15:40
157,Narsaq,60.92,-46.05,46.4,61,81,4.7,GL,broken clouds,0.0,0,2020-06-21 02:15:40
158,Carroll,39.55,-77.02,69.01,100,93,4.54,US,light rain,0.76,0,2020-06-21 02:15:40
159,Matola,-25.96,32.46,60.01,100,0,4.7,MZ,clear sky,0.0,0,2020-06-21 02:15:41
160,Qaqortoq,60.72,-46.03,46.4,61,89,4.7,GL,overcast clouds,0.0,0,2020-06-21 02:15:41
161,Gizo,-8.1,156.84,84.4,72,43,6.78,SB,light rain,0.64,0,2020-06-21 02:15:41
162,Fernley,39.61,-119.25,88.0,15,66,8.01,US,broken clouds,0.0,0,2020-06-21 02:15:41
163,Tiksi,71.69,128.87,68.49,34,0,5.48,RU,clear sky,0.0,0,2020-06-21 02:10:49
164,Galle,6.04,80.22,82.8,81,93,13.53,LK,overcast clouds,0.0,0,2020-06-21 02:15:42
165,Lagos,6.58,3.75,73.4,94,20,2.24,NG,few clouds,0.0,0,2020-06-21 02:15:42
166,Hobart,-42.88,147.33,48.99,93,75,4.7,AU,light rain,0.0,0,2020-06-21 02:13:06
167,Orikum,40.33,19.47,67.53,78,2,8.99,AL,clear sky,0.0,0,2020-06-21 02:15:43
168,Bredasdorp,-34.53,20.04,55.4,87,0,5.39,ZA,clear sky,0.0,0,2020-06-21 02:15:43
169,La Ronge,55.1,-105.28,53.6,62,90,3.36,CA,overcast clouds,0.0,0,2020-06-21 02:15:43
170,Tuatapere,-46.13,167.68,46.54,69,6,3.53,NZ,clear sky,0.0,0,2020-06-21 02:15:44
171,Spanish Town,17.99,-76.96,86.0,70,20,17.22,JM,few clouds,0.0,0,2020-06-21 02:15:44
172,Tuktoyaktuk,69.45,-133.04,42.8,87,90,11.41,CA,overcast clouds,0.0,0,2020-06-21 02:15:44
173,Bathsheba,13.22,-59.52,82.4,78,40,18.34,BB,scattered clouds,0.0,0,2020-06-21 02:15:45
174,Zalantun,48.0,122.72,72.82,49,7,10.09,CN,clear sky,0.0,0,2020-06-21 02:15:45
175,Kaniama,-7.57,24.18,63.36,57,57,4.97,CD,broken clouds,0.0,0,2020-06-21 02:15:45
176,Imbituba,-28.24,-48.67,69.8,88,1,5.82,BR,clear sky,0.0,0,2020-06-21 02:15:45
177,Batagay,67.63,134.63,91.98,18,0,5.73,RU,clear sky,0.0,0,2020-06-21 02:15:45
178,Ware,51.81,-0.03,59.0,82,100,1.01,GB,overcast clouds,0.0,0,2020-06-21 02:15:46
179,Biak,-0.91,122.88,81.73,74,62,8.32,ID,light rain,0.23,0,2020-06-21 02:15:46
180,Jamestown,42.1,-79.24,73.0,88,20,5.82,US,few clouds,0.0,0,2020-06-21 02:14:08
181,Verkhnevilyuysk,63.45,120.32,81.59,38,80,4.59,RU,broken clouds,0.0,0,2020-06-21 02:12:06
182,Faanui,-16.48,-151.75,79.41,81,100,11.81,PF,light rain,0.34,0,2020-06-21 02:15:47
183,Sooke,48.37,-123.73,66.0,87,90,8.05,CA,shower rain,0.0,0,2020-06-21 02:15:47
184,Saint George,37.1,-113.58,97.0,7,1,11.41,US,clear sky,0.0,0,2020-06-21 02:11:47
185,Sao Joao Da Barra,-21.64,-41.05,72.84,89,0,10.51,BR,clear sky,0.0,0,2020-06-21 02:15:48
186,Kirakira,-10.45,161.92,84.54,68,100,10.2,SB,overcast clouds,0.0,0,2020-06-21 02:15:48
187,Vanavara,60.34,102.28,74.17,41,40,4.68,RU,scattered clouds,0.0,0,2020-06-21 02:15:48
188,Kaa-Khem,51.68,94.73,69.13,43,11,0.87,RU,few clouds,0.0,0,2020-06-21 02:15:49
189,Nogliki,51.83,143.17,45.57,83,98,8.39,RU,overcast clouds,0.0,0,2020-06-21 02:15:49
190,Fortuna,40.6,-124.16,66.0,88,20,10.29,US,few clouds,0.0,0,2020-06-21 02:15:49
191,Severo-Kurilsk,50.68,156.12,43.86,88,100,19.73,RU,overcast clouds,0.0,0,2020-06-21 02:10:58
192,Svobodnyy,51.4,128.13,54.21,92,100,12.12,RU,light rain,0.37,0,2020-06-21 02:15:50
193,At-Bashi,41.17,75.81,58.14,34,0,0.92,KG,clear sky,0.0,0,2020-06-21 02:15:50
194,Nanortalik,60.14,-45.24,40.21,83,100,4.88,GL,overcast clouds,0.0,0,2020-06-21 02:11:01
195,Lively,46.43,-81.15,69.8,60,20,8.05,CA,few clouds,0.0,0,2020-06-21 02:15:51
196,Sao Filipe,14.9,-24.5,75.15,82,2,9.66,CV,clear sky,0.0,0,2020-06-21 02:15:51
197,Xuddur,4.12,43.89,70.74,71,9,20.09,SO,clear sky,0.0,0,2020-06-21 02:15:51
198,Luocheng,29.38,104.03,74.82,82,100,3.0,CN,overcast clouds,0.0,0,2020-06-21 02:15:51
199,Singkang,2.1,102.8,77.0,88,40,3.36,MY,thunderstorm with light rain,0.0,0,2020-06-21 02:15:52
200,Chimoio,-19.12,33.48,55.4,93,20,2.98,MZ,few clouds,0.0,0,2020-06-21 02:15:52
201,Ayan,56.45,138.17,42.21,98,100,8.3,RU,light rain,0.13,0,2020-06-21 02:15:52
202,Turochak,52.26,87.12,46.33,94,100,4.41,RU,light rain,0.56,0,2020-06-21 02:15:52
203,Srednekolymsk,67.45,153.68,89.31,21,22,9.17,RU,few clouds,0.0,0,2020-06-21 02:15:53
204,Fiumicino,41.77,12.23,68.0,82,15,3.36,IT,few clouds,0.0,0,2020-06-21 02:15:53
205,Isangel,-19.55,169.27,74.66,71,14,15.79,VU,few clouds,0.0,0,2020-06-21 02:15:53
206,Baghdad,33.34,44.4,80.6,36,0,4.7,IQ,clear sky,0.0,0,2020-06-21 02:15:54
207,Mareeba,-17.0,145.43,78.8,74,90,12.75,AU,overcast clouds,0.0,0,2020-06-21 02:15:54
208,Kudahuvadhoo,2.67,72.89,83.48,76,99,10.6,MV,overcast clouds,0.0,0,2020-06-21 02:15:54
209,Shelburne,44.08,-80.2,73.99,73,20,1.86,CA,few clouds,0.0,0,2020-06-21 02:15:05
210,Teguise,29.06,-13.56,69.8,77,1,13.87,ES,clear sky,0.0,0,2020-06-21 02:15:54
211,Nhulunbuy,-12.23,136.77,80.71,61,0,14.74,AU,clear sky,0.0,0,2020-06-21 02:15:55
